Freelancer_ID,Job_Category,Platform,Experience_Level,Client_Region,Payment_Method,Job_Completed,Earnings_USD,Hourly_Rate,Job_Success_Rate,Client_Rating,Job_Duration_Days,Project_Type,Rehire_Rate,Marketing_Spend
1946,Graphic Design,Fiverr,Beginner,USA,Mobile Banking,143,6823,22.54,75.86,4.65,13,Hourly,26.55,133
1947,SEO,Upwork,Intermediate,Middle East,Crypto,164,7942,77.2,72.01,3.29,34,Hourly,24.81,343
1948,SEO,PeoplePerHour,Expert,UK,Bank Transfer,236,9838,24.64,57.37,4.67,38,Fixed,61.52,370
1949,SEO,Freelancer,Intermediate,Europe,Bank Transfer,152,4492,71.07,66.41,4.08,70,Fixed,32.4,32
1950,Graphic Design,Freelancer,Expert,Middle East,PayPal,247,9297,22.22,71.7,4.69,68,Fixed,45.42,236
1951,Web Development,Fiverr,Beginner,Australia,Bank Transfer,131,6321.37,44.66,52.08,4.33,89,Fixed,33.33,291.88
1952,Data Entry,Freelancer,Intermediate,UK,Mobile Banking,226,3713.62,24.49,93.87,4.12,89,Fixed,66.9,331.71
1953,Web Development,Freelancer,Beginner,Canada,Bank Transfer,240,116.0,89.9,51.5,3.85,59,Hourly,35.47,224.49
1954,SEO,Freelancer,Beginner,Europe,PayPal,163,4507.16,33.73,52.0,4.1,21,Fixed,43.9,156.1
1955,Content Writing,Fiverr,Expert,Canada,Mobile Banking,148,3659.41,48.11,50.28,4.18,22,Fixed,42.1,496.0
1956,Customer Support,Toptal,Expert,Canada,PayPal,264,6442.95,70.6,67.69,3.25,49,Hourly,48.63,166.13
1957,SEO,PeoplePerHour,Intermediate,Canada,Crypto,71,2515.05,43.05,73.91,3.87,24,Fixed,42.04,427.81
1958,Graphic Design,Toptal,Beginner,USA,Crypto,190,8796.02,50.43,66.63,3.94,1,Fixed,46.25,238.05
1959,Digital Marketing,Freelancer,Intermediate,UK,Mobile Banking,186,4856.67,39.04,50.28,3.42,51,Hourly,42.84,233.76
1960,Web Development,Freelancer,Intermediate,UK,Bank Transfer,208,7119.14,96.94,71.68,4.09,60,Fixed,79.01,414.56
1961,Content Writing,Fiverr,Intermediate,Australia,Mobile Banking,127,9633.2,61.36,94.99,4.71,44,Fixed,16.19,485.71
1962,Web Development,Fiverr,Beginner,Australia,Crypto,293,538.37,8.34,71.91,3.64,59,Fixed,16.93,311.46
1963,Graphic Design,Freelancer,Beginner,Australia,Crypto,186,1537.25,45.32,67.92,4.5,36,Fixed,36.09,280.22
1964,App Development,Toptal,Beginner,Asia,PayPal,199,1683.41,34.29,56.93,4.83,54,Hourly,25.44,496.0
1965,Content Writing,Upwork,Beginner,UK,Crypto,200,3152.08,33.32,81.21,4.29,17,Hourly,53.9,375.62
1966,Data Entry,Upwork,Expert,Europe,Mobile Banking,245,2133.36,67.39,65.62,4.64,48,Fixed,48.3,232.06
1967,SEO,Freelancer,Intermediate,Australia,Crypto,65,9640.33,33.63,62.83,3.69,23,Hourly,10.45,328.45
1968,Data Entry,Freelancer,Beginner,USA,Bank Transfer,91,3875.98,67.98,85.52,3.44,63,Hourly,79.32,174.67
1969,App Development,Freelancer,Expert,Canada,Crypto,133,4580.78,86.32,76.22,3.57,35,Hourly,37.7,10.12
1970,Data Entry,Freelancer,Intermediate,UK,Bank Transfer,141,7738.28,35.65,74.24,3.82,28,Fixed,29.54,133.09
1971,Digital Marketing,Toptal,Intermediate,Europe,Bank Transfer,169,4439.65,96.02,51.12,3.17,72,Fixed,25.83,425.39
1972,Content Writing,Upwork,Beginner,USA,Crypto,293,5071.92,84.97,97.55,4.68,26,Fixed,59.91,343.53
1973,Content Writing,Fiverr,Beginner,Europe,PayPal,163,5335.87,41.92,66.78,3.29,16,Fixed,79.14,392.61
1974,App Development,Upwork,Expert,Middle East,Bank Transfer,189,7655.74,57.96,53.93,3.35,42,Hourly,13.79,9.0
1975,Data Entry,Fiverr,Beginner,Canada,Bank Transfer,11,9911.0,48.76,65.34,3.64,63,Fixed,10.45,94.19
1976,Web Development,Upwork,Expert,Europe,Mobile Banking,29,3807.24,49.71,68.9,5.0,29,Fixed,55.08,496.0
1977,Customer Support,Freelancer,Expert,UK,Mobile Banking,157,3328.54,99.83,89.88,3.26,35,Hourly,44.72,153.77
1978,App Development,Upwork,Expert,Australia,PayPal,214,5655.18,95.85,80.82,4.63,26,Fixed,36.79,222.41
1979,Customer Support,Fiverr,Expert,UK,Bank Transfer,264,4362.51,92.43,74.73,3.31,27,Hourly,43.47,373.32
1980,Customer Support,Freelancer,Beginner,Asia,Crypto,293,3932.21,45.09,81.54,5.0,39,Hourly,23.59,169.68
1981,Customer Support,Upwork,Expert,USA,Bank Transfer,108,2510.24,22.16,73.97,4.05,80,Hourly,57.67,375.44
1982,SEO,PeoplePerHour,Beginner,Middle East,Crypto,84,9845.01,73.73,66.88,3.9,81,Hourly,36.62,265.12
1983,Customer Support,Upwork,Beginner,Canada,Bank Transfer,131,116.0,34.6,52.21,4.19,50,Hourly,42.1,307.95
1984,SEO,Toptal,Expert,Middle East,Bank Transfer,134,6780.78,26.24,72.79,3.46,19,Hourly,10.45,253.84
1985,Web Development,Upwork,Expert,Asia,Crypto,65,4550.4,45.5,85.54,3.94,48,Hourly,25.91,143.13
1986,Graphic Design,PeoplePerHour,Expert,Asia,Bank Transfer,231,7731.79,8.34,99.34,4.06,57,Hourly,34.92,303.79
1987,SEO,Freelancer,Beginner,USA,Mobile Banking,11,3749.4,41.75,99.34,3.11,36,Hourly,24.93,170.6
1988,Content Writing,Freelancer,Intermediate,Europe,Bank Transfer,155,5438.17,93.5,81.91,4.29,60,Hourly,16.86,247.2
1989,Graphic Design,Freelancer,Beginner,Europe,Crypto,226,6395.31,57.22,50.28,3.69,54,Fixed,59.21,175.7
1990,Graphic Design,Upwork,Expert,USA,PayPal,112,6138.77,50.34,81.53,3.13,21,Fixed,27.26,429.68
1991,SEO,PeoplePerHour,Intermediate,Asia,Crypto,254,5508.56,95.12,87.13,3.59,27,Fixed,51.98,234.96
1992,Web Development,PeoplePerHour,Expert,USA,Crypto,64,5348.4,44.63,54.71,4.95,65,Fixed,75.2,183.35
1993,Web Development,PeoplePerHour,Beginner,Asia,Crypto,165,3652.86,63.03,65.96,4.35,42,Hourly,10.45,242.25
1994,App Development,Toptal,Expert,Canada,Mobile Banking,238,6367.92,75.2,50.28,4.54,53,Fixed,20.22,369.86
1995,Web Development,Toptal,Beginner,Europe,Mobile Banking,244,1378.68,62.56,55.69,3.76,45,Hourly,55.14,132.7
1996,Customer Support,Freelancer,Expert,Canada,Bank Transfer,264,3954.3,59.26,91.67,4.45,17,Fixed,36.33,272.25
1997,Graphic Design,Fiverr,Expert,USA,Crypto,31,2185.72,46.78,98.51,4.16,89,Fixed,60.43,496.0
1998,App Development,Freelancer,Expert,UK,Bank Transfer,134,2077.58,99.83,53.2,4.27,66,Fixed,76.67,155.41
1999,Graphic Design,Fiverr,Beginner,Australia,Crypto,53,2310.88,67.86,62.4,4.39,50,Fixed,42.72,51.21
2000,Graphic Design,Freelancer,Beginner,Australia,Bank Transfer,185,6588.37,41.5,90.55,4.68,86,Hourly,21.86,67.21
2001,Digital Marketing,PeoplePerHour,Intermediate,Australia,Mobile Banking,138,2266.03,49.77,86.57,4.89,44,Fixed,36.12,259.33
2002,Data Entry,Toptal,Intermediate,Europe,Crypto,86,2665.33,8.34,75.0,4.9,52,Hourly,65.49,185.81
2003,Web Development,Freelancer,Expert,Canada,Bank Transfer,125,7653.83,62.1,99.34,4.6,83,Fixed,70.13,496.0
2004,Data Entry,Fiverr,Expert,UK,PayPal,55,3150.48,64.48,78.46,4.53,40,Fixed,37.31,293.21
2005,Content Writing,Upwork,Expert,Australia,Crypto,234,5256.02,34.5,55.46,3.13,86,Fixed,49.52,284.31
2006,Digital Marketing,Upwork,Expert,Canada,Bank Transfer,129,698.83,51.36,66.98,4.4,43,Fixed,45.2,282.4
2007,Digital Marketing,Fiverr,Beginner,Europe,Mobile Banking,26,5111.35,29.14,76.38,4.04,40,Fixed,29.04,213.6
2008,App Development,Freelancer,Expert,Australia,Bank Transfer,118,5530.8,56.94,77.09,3.69,62,Hourly,19.34,251.5
2009,Digital Marketing,Fiverr,Intermediate,Canada,Crypto,144,5294.6,26.13,97.29,4.15,37,Fixed,40.54,125.83
2010,SEO,Fiverr,Beginner,Asia,Crypto,173,4844.38,46.4,53.19,3.65,23,Hourly,49.39,215.5
2011,Data Entry,Toptal,Beginner,Canada,PayPal,131,4478.6,91.58,53.92,4.42,54,Hourly,34.4,148.16
2012,Data Entry,Freelancer,Expert,Canada,Mobile Banking,11,8811.5,66.94,64.38,3.95,21,Hourly,24.82,9.69
2013,App Development,Upwork,Intermediate,Europe,Crypto,293,8504.33,10.98,72.3,4.2,33,Hourly,48.88,272.12
2014,Digital Marketing,Toptal,Beginner,Europe,Crypto,274,116.0,37.33,72.41,4.86,82,Hourly,69.26,174.17
2015,Customer Support,Toptal,Expert,Asia,Mobile Banking,11,1889.81,31.64,80.1,3.78,89,Fixed,35.05,343.7
2016,App Development,Freelancer,Beginner,Middle East,PayPal,293,6387.35,64.06,75.95,4.2,13,Hourly,61.25,329.23
2017,App Development,Toptal,Expert,Australia,Mobile Banking,53,4942.21,43.15,64.4,3.32,39,Fixed,33.65,89.26
2018,Customer Support,PeoplePerHour,Intermediate,Middle East,Crypto,293,116.0,11.74,52.4,4.55,1,Fixed,49.12,369.13
2019,SEO,Freelancer,Beginner,Europe,PayPal,188,836.27,69.54,78.06,3.88,31,Hourly,27.33,115.4
2020,Customer Support,Freelancer,Beginner,Canada,Bank Transfer,136,3493.2,25.72,95.76,4.76,72,Fixed,58.16,194.14
2021,Graphic Design,Freelancer,Expert,Europe,Crypto,257,3816.51,99.83,82.8,4.27,15,Hourly,45.18,467.94
2022,App Development,Fiverr,Expert,Canada,PayPal,293,7018.15,71.59,71.06,5.0,53,Fixed,79.32,315.06
2023,Web Development,Upwork,Expert,Europe,Bank Transfer,154,116.0,99.83,99.34,3.95,47,Hourly,34.23,165.66
2024,Digital Marketing,Fiverr,Intermediate,Europe,Bank Transfer,275,6088.61,99.17,80.48,3.6,37,Hourly,40.68,246.25
2025,Customer Support,Fiverr,Intermediate,Middle East,Mobile Banking,17,8778.05,86.79,93.87,4.24,60,Hourly,59.67,414.51
2026,Data Entry,Fiverr,Intermediate,Australia,Mobile Banking,191,6711.56,47.47,99.34,3.58,43,Fixed,30.69,496.0
2027,Data Entry,Fiverr,Beginner,Middle East,PayPal,97,3149.41,14.1,75.49,4.05,84,Fixed,66.76,204.26
2028,Graphic Design,Freelancer,Beginner,UK,PayPal,226,801.16,29.88,85.0,3.57,14,Fixed,37.22,361.88
2029,App Development,PeoplePerHour,Expert,Middle East,Mobile Banking,293,4264.84,67.91,90.61,4.54,57,Fixed,27.37,112.12
2030,Web Development,Toptal,Intermediate,Canada,Crypto,293,8009.5,34.54,73.5,3.99,89,Fixed,60.03,380.51
2031,App Development,Toptal,Intermediate,Canada,Crypto,118,3990.06,38.05,69.3,4.32,88,Fixed,25.08,250.14
2032,Customer Support,Fiverr,Intermediate,Australia,Bank Transfer,176,2767.76,40.68,62.03,3.04,85,Fixed,62.01,313.59
2033,SEO,Fiverr,Intermediate,Europe,PayPal,28,4078.73,8.34,72.96,3.85,24,Fixed,29.97,294.2
2034,Graphic Design,Toptal,Expert,Australia,Bank Transfer,191,3016.68,64.38,62.99,3.56,35,Fixed,55.36,133.72
2035,Content Writing,Fiverr,Beginner,Canada,Bank Transfer,105,116.0,55.43,58.48,3.1,41,Fixed,32.41,132.26
2036,Customer Support,PeoplePerHour,Expert,Canada,Mobile Banking,50,5555.28,44.42,66.0,4.05,57,Fixed,35.78,162.51
2037,SEO,Upwork,Beginner,UK,Mobile Banking,248,9911.0,89.6,99.34,5.0,26,Fixed,43.8,220.29
2038,Graphic Design,Fiverr,Intermediate,UK,Bank Transfer,293,5785.56,97.76,75.04,4.24,20,Hourly,56.14,379.84
2039,Content Writing,Toptal,Expert,Europe,Bank Transfer,217,4606.33,16.94,50.28,4.92,41,Hourly,59.64,188.6
2040,SEO,Toptal,Intermediate,USA,Mobile Banking,50,6640.54,47.23,92.67,3.92,28,Fixed,43.84,411.01
2041,Content Writing,Freelancer,Expert,Canada,Mobile Banking,11,5231.25,24.47,62.87,3.07,24,Fixed,43.2,353.62
2042,Graphic Design,Upwork,Beginner,Australia,Crypto,149,3477.62,66.58,50.28,4.37,45,Hourly,55.24,196.74
2043,SEO,Toptal,Expert,USA,Crypto,31,3106.25,76.56,85.11,3.87,55,Fixed,54.66,263.58
2044,Graphic Design,Freelancer,Intermediate,Middle East,Bank Transfer,37,7142.46,63.01,99.34,4.49,35,Hourly,43.29,393.09
2045,Web Development,PeoplePerHour,Intermediate,Europe,Crypto,239,116.0,59.34,60.26,3.89,28,Fixed,23.87,183.65
2046,Data Entry,Fiverr,Beginner,Canada,Bank Transfer,149,7409.48,86.73,81.0,3.49,46,Fixed,39.44,309.87
2047,App Development,Toptal,Expert,Middle East,Mobile Banking,162,4384.69,47.83,53.79,3.82,26,Fixed,18.01,279.9
2048,SEO,Upwork,Beginner,Australia,Mobile Banking,153,1621.53,57.38,63.82,3.48,56,Hourly,20.99,325.04
2049,Content Writing,Fiverr,Intermediate,Canada,Bank Transfer,190,4676.83,69.45,99.34,3.09,77,Hourly,32.55,475.86
2050,Graphic Design,Toptal,Expert,Australia,Mobile Banking,246,3012.87,86.53,84.87,3.37,45,Hourly,10.45,317.98
2051,Graphic Design,Freelancer,Beginner,USA,PayPal,77,6440.72,14.66,50.28,4.32,66,Fixed,25.38,358.93
2052,Customer Support,PeoplePerHour,Beginner,Europe,Crypto,252,116.0,83.2,77.01,3.25,41,Hourly,79.15,226.53
2053,SEO,Fiverr,Intermediate,Asia,Bank Transfer,163,7410.87,64.16,74.38,3.87,70,Hourly,50.02,63.48
2054,Graphic Design,Freelancer,Beginner,Canada,Bank Transfer,200,3654.28,58.08,72.42,3.72,43,Fixed,32.51,64.06
2055,Customer Support,Upwork,Expert,UK,PayPal,59,1404.43,57.53,57.37,3.67,2,Hourly,25.66,402.71
2056,Content Writing,Upwork,Intermediate,Canada,Bank Transfer,195,7332.37,40.28,61.12,3.44,72,Fixed,44.42,56.23
2057,SEO,Fiverr,Expert,Europe,Bank Transfer,229,9115.02,99.83,95.54,3.76,56,Hourly,76.03,305.24
2058,Customer Support,Fiverr,Beginner,Asia,PayPal,56,4301.76,8.34,99.34,4.5,46,Fixed,39.43,264.42
2059,Data Entry,Freelancer,Intermediate,Europe,Mobile Banking,123,2580.47,36.88,74.38,3.63,68,Hourly,10.45,213.53
2060,SEO,Upwork,Beginner,USA,Crypto,192,4150.62,12.86,72.15,3.46,89,Fixed,45.52,203.85
2061,App Development,Upwork,Intermediate,Europe,Bank Transfer,110,4289.28,19.44,69.13,4.6,1,Hourly,46.93,294.02
2062,SEO,Toptal,Beginner,Canada,PayPal,160,7658.92,73.96,91.43,4.33,62,Hourly,32.39,149.87
2063,SEO,Toptal,Intermediate,USA,Bank Transfer,265,8786.08,31.21,67.86,3.15,15,Fixed,21.86,280.37
2064,App Development,Freelancer,Expert,Middle East,PayPal,125,5418.05,8.34,92.59,3.51,66,Hourly,42.43,239.64
2065,Content Writing,Fiverr,Intermediate,Australia,Crypto,275,1918.22,8.34,67.56,5.0,55,Hourly,79.32,175.01
2066,Data Entry,Toptal,Beginner,Middle East,PayPal,201,250.84,83.03,77.55,3.84,87,Fixed,52.65,469.24
2067,SEO,Fiverr,Intermediate,Europe,Crypto,293,7768.73,99.83,94.37,4.49,48,Fixed,19.88,215.31
2068,Content Writing,PeoplePerHour,Beginner,Middle East,Bank Transfer,14,7035.08,56.13,76.53,4.24,53,Fixed,10.68,194.93
2069,Digital Marketing,Freelancer,Intermediate,UK,Bank Transfer,21,7788.7,52.53,86.73,4.74,15,Hourly,51.38,341.48
2070,Graphic Design,Freelancer,Expert,Australia,PayPal,176,9911.0,83.62,78.8,4.23,28,Fixed,31.11,154.12
2071,Web Development,Fiverr,Beginner,Australia,Mobile Banking,219,5496.27,41.28,87.45,4.03,46,Hourly,48.47,222.13
2072,Data Entry,Upwork,Beginner,Asia,Crypto,190,5391.94,26.01,82.87,4.98,38,Hourly,22.84,255.63
2073,Customer Support,Freelancer,Intermediate,Middle East,Bank Transfer,18,7253.63,76.79,98.83,4.21,24,Fixed,24.69,496.0
2074,Digital Marketing,Freelancer,Expert,Middle East,PayPal,278,8747.64,35.79,70.78,4.59,47,Fixed,39.27,374.45
2075,SEO,Toptal,Expert,Australia,Mobile Banking,136,5286.3,51.17,67.49,4.91,85,Hourly,56.11,96.0
2076,App Development,PeoplePerHour,Beginner,UK,Crypto,222,7907.88,87.67,63.35,3.75,27,Hourly,38.02,110.99
2077,Web Development,Upwork,Expert,Europe,Mobile Banking,24,4207.78,11.52,72.27,3.21,31,Hourly,29.52,269.31
2078,SEO,Toptal,Intermediate,Middle East,Mobile Banking,176,9323.74,73.34,65.26,5.0,9,Hourly,10.45,343.05
2079,SEO,PeoplePerHour,Intermediate,USA,Bank Transfer,147,3130.06,60.06,93.29,3.96,23,Fixed,70.54,230.79
2080,Data Entry,Fiverr,Expert,USA,Crypto,234,4659.05,23.96,85.5,4.88,31,Hourly,38.65,412.59
2081,Web Development,Fiverr,Beginner,Australia,Bank Transfer,49,3611.25,39.99,72.45,3.92,60,Fixed,27.16,298.0
2082,SEO,Toptal,Expert,Canada,Bank Transfer,161,6850.6,37.9,86.8,3.04,66,Hourly,57.21,199.33
2083,Content Writing,Fiverr,Expert,UK,Bank Transfer,273,6490.11,99.83,75.53,3.9,18,Fixed,66.97,338.98
2084,Digital Marketing,Toptal,Intermediate,USA,Mobile Banking,276,9911.0,10.13,81.15,3.31,45,Fixed,64.76,297.32
2085,Data Entry,Upwork,Expert,Australia,Bank Transfer,70,5997.55,39.2,72.46,3.9,72,Hourly,45.24,401.11
2086,SEO,PeoplePerHour,Intermediate,Australia,Mobile Banking,41,8376.58,42.95,57.3,3.75,46,Fixed,14.67,114.66
2087,Customer Support,Freelancer,Expert,Australia,Crypto,150,2863.48,78.43,59.7,3.45,64,Hourly,38.41,164.65
2088,App Development,Fiverr,Expert,Asia,Bank Transfer,162,4360.67,71.94,57.16,3.17,70,Fixed,47.6,199.38
2089,Digital Marketing,Upwork,Intermediate,Asia,Bank Transfer,140,9867.42,99.83,75.51,3.81,47,Hourly,33.28,357.07
2090,Digital Marketing,Freelancer,Beginner,UK,Mobile Banking,64,4039.1,46.48,62.41,3.19,64,Hourly,40.17,326.26
2091,Graphic Design,Fiverr,Intermediate,Middle East,PayPal,264,2589.77,75.62,79.31,4.44,46,Hourly,10.45,231.58
2092,Customer Support,Fiverr,Beginner,Australia,PayPal,19,4199.06,41.3,62.83,3.72,65,Hourly,65.8,273.71
2093,App Development,Freelancer,Beginner,UK,Crypto,194,9748.78,63.94,95.88,3.95,71,Hourly,13.84,81.61
2094,Data Entry,Fiverr,Intermediate,USA,Bank Transfer,206,1736.44,43.68,78.51,4.67,89,Hourly,65.75,496.0
2095,App Development,Fiverr,Expert,Middle East,Mobile Banking,289,6436.84,99.83,85.63,3.52,76,Hourly,38.89,402.33
2096,Data Entry,PeoplePerHour,Beginner,Australia,Mobile Banking,117,2889.48,8.34,83.92,5.0,48,Fixed,16.14,17.14
2097,Customer Support,Upwork,Beginner,Australia,Bank Transfer,133,3283.04,99.83,77.02,4.04,67,Fixed,74.65,9.0
2098,Customer Support,Upwork,Intermediate,USA,Crypto,11,2349.42,55.06,81.11,4.61,14,Hourly,21.84,273.12
2099,Graphic Design,Toptal,Intermediate,Australia,Mobile Banking,124,9911.0,67.93,65.62,3.18,57,Fixed,15.27,224.9
2100,Digital Marketing,Freelancer,Expert,Canada,Mobile Banking,11,3811.48,58.4,92.13,4.76,40,Hourly,31.22,215.23
2101,App Development,Fiverr,Beginner,Asia,Mobile Banking,155,4435.39,41.41,60.13,4.52,37,Hourly,21.97,164.27
2102,Data Entry,PeoplePerHour,Expert,Canada,Mobile Banking,102,7924.15,68.69,76.76,4.04,59,Hourly,59.05,54.9
2103,Graphic Design,Freelancer,Intermediate,UK,Crypto,40,7789.44,73.83,79.29,4.68,39,Hourly,31.19,220.71
2104,Graphic Design,Fiverr,Beginner,Europe,Mobile Banking,129,7445.29,36.1,73.79,4.35,30,Fixed,40.92,142.37
2105,Graphic Design,PeoplePerHour,Beginner,UK,PayPal,265,6184.45,45.41,85.25,4.23,71,Hourly,47.17,146.23
2106,Web Development,Freelancer,Intermediate,Europe,Mobile Banking,267,8634.36,58.64,68.11,4.98,81,Fixed,75.97,351.11
2107,Graphic Design,Upwork,Expert,Europe,Crypto,276,5099.84,8.34,87.88,4.73,51,Hourly,10.45,363.67
2108,Data Entry,Toptal,Intermediate,Canada,Mobile Banking,94,3270.26,45.9,74.93,3.96,83,Hourly,21.56,301.54
2109,Web Development,Fiverr,Intermediate,Australia,Crypto,150,6535.18,48.48,79.91,3.55,45,Hourly,57.88,466.15
2110,Web Development,Toptal,Intermediate,UK,Crypto,171,4934.1,43.87,84.19,4.04,21,Fixed,51.81,9.0
2111,Content Writing,PeoplePerHour,Expert,Middle East,Crypto,266,3244.24,39.92,60.31,4.23,66,Hourly,64.15,310.76
2112,Data Entry,Fiverr,Beginner,Canada,Crypto,84,4535.73,8.34,64.38,4.69,25,Hourly,10.45,135.82
2113,Graphic Design,Fiverr,Beginner,USA,Bank Transfer,171,116.0,94.65,83.56,3.04,53,Fixed,50.55,436.3
2114,SEO,Fiverr,Expert,UK,Bank Transfer,292,3883.27,95.15,65.7,4.23,35,Hourly,64.92,174.54
2115,Customer Support,Upwork,Intermediate,USA,Bank Transfer,84,116.0,60.43,79.97,4.21,52,Hourly,68.52,323.47
2116,Data Entry,Fiverr,Expert,Europe,PayPal,245,116.0,82.82,80.27,3.49,42,Hourly,63.11,469.41
2117,Web Development,Toptal,Beginner,Asia,Crypto,40,7627.85,41.05,67.03,3.04,27,Hourly,34.8,140.28
2118,Graphic Design,Upwork,Beginner,Europe,Bank Transfer,79,7038.31,65.25,66.32,3.04,30,Hourly,16.48,357.94
2119,Graphic Design,Fiverr,Expert,UK,Bank Transfer,204,9492.91,55.73,50.28,3.54,63,Fixed,27.9,9.0
2120,Content Writing,Fiverr,Beginner,Europe,PayPal,181,6930.99,61.2,86.98,3.3,43,Hourly,14.44,209.99
2121,SEO,Freelancer,Expert,Europe,Bank Transfer,293,8384.76,87.12,77.78,3.9,49,Fixed,46.27,301.9
2122,Digital Marketing,Freelancer,Intermediate,Middle East,PayPal,254,2952.33,87.57,99.34,4.83,77,Fixed,43.41,496.0
2123,App Development,Upwork,Intermediate,Asia,Bank Transfer,121,116.0,40.68,60.02,3.7,36,Hourly,28.21,278.96
2124,Web Development,Fiverr,Intermediate,USA,Crypto,53,8658.62,99.83,99.34,3.11,53,Fixed,22.91,110.67
2125,Web Development,Toptal,Intermediate,Europe,Crypto,102,116.0,68.99,65.98,4.77,17,Fixed,23.78,351.86
2126,Web Development,Freelancer,Expert,Europe,Mobile Banking,121,8613.3,12.1,63.07,4.74,89,Fixed,58.94,288.69
2127,Graphic Design,Fiverr,Expert,USA,Mobile Banking,32,7634.68,38.34,69.82,4.52,56,Hourly,21.11,206.44
2128,Data Entry,Upwork,Intermediate,Australia,Crypto,108,7765.35,36.67,53.85,3.04,23,Fixed,61.79,225.7
2129,Customer Support,Upwork,Intermediate,Europe,Crypto,237,1289.02,60.95,89.16,3.91,33,Fixed,41.3,260.86
2130,SEO,Fiverr,Intermediate,UK,Bank Transfer,88,5399.18,50.17,75.34,4.08,35,Fixed,56.75,85.97
2131,Customer Support,Upwork,Expert,Middle East,PayPal,54,4302.8,45.42,85.29,4.33,20,Fixed,79.32,176.16
2132,Customer Support,Fiverr,Beginner,Canada,Crypto,11,7235.36,38.66,94.26,3.64,64,Hourly,10.45,349.93
2133,Web Development,Fiverr,Expert,UK,Crypto,184,7889.8,44.92,63.34,3.17,82,Hourly,79.32,285.1
2134,SEO,Freelancer,Beginner,USA,PayPal,255,5339.88,55.05,71.77,3.5,28,Hourly,25.07,496.0
2135,Data Entry,Freelancer,Intermediate,USA,Mobile Banking,224,6433.53,61.62,68.6,4.48,53,Fixed,49.02,389.29
2136,Content Writing,Fiverr,Intermediate,Canada,Mobile Banking,249,5136.6,28.68,67.0,4.11,48,Fixed,49.55,164.4
2137,SEO,Upwork,Intermediate,Europe,Bank Transfer,12,6324.68,65.73,73.85,5.0,77,Hourly,47.48,300.06
2138,Data Entry,PeoplePerHour,Beginner,Canada,Crypto,46,7278.15,14.03,82.01,4.16,51,Hourly,23.14,342.72
2139,App Development,Toptal,Expert,USA,Bank Transfer,139,6248.55,63.16,67.7,4.63,27,Fixed,42.72,197.09
2140,Graphic Design,Toptal,Beginner,Middle East,Mobile Banking,90,3147.92,8.34,68.41,4.23,50,Hourly,49.28,65.55
2141,App Development,Toptal,Expert,Canada,Mobile Banking,202,6496.24,62.08,59.73,3.67,66,Hourly,70.58,55.94
2142,Graphic Design,Fiverr,Beginner,Canada,Crypto,45,3921.22,42.47,84.03,3.14,49,Hourly,10.45,105.86
2143,Web Development,Upwork,Expert,Australia,Mobile Banking,247,2649.31,8.34,50.28,3.15,59,Fixed,51.29,26.37
2144,Data Entry,PeoplePerHour,Intermediate,Europe,Bank Transfer,135,5539.48,74.71,62.3,4.26,45,Hourly,33.66,273.47
2145,SEO,Fiverr,Beginner,Middle East,Bank Transfer,273,6098.68,40.04,50.28,4.21,81,Fixed,37.74,179.09
2146,Content Writing,Fiverr,Intermediate,UK,Bank Transfer,86,7892.47,87.81,71.63,4.0,51,Fixed,32.79,496.0
2147,Customer Support,PeoplePerHour,Intermediate,Australia,Mobile Banking,88,4943.3,99.83,61.1,3.68,30,Fixed,69.38,367.92
2148,Customer Support,Freelancer,Beginner,Europe,Mobile Banking,285,4762.65,57.02,99.34,3.46,75,Hourly,66.49,272.04
2149,Customer Support,Fiverr,Beginner,Europe,PayPal,11,7156.12,44.85,73.07,3.25,38,Fixed,57.34,101.8
2150,Data Entry,Toptal,Expert,Middle East,Crypto,49,1247.6,35.53,69.31,3.04,88,Hourly,60.77,329.02
2151,Content Writing,Toptal,Intermediate,Australia,Bank Transfer,196,116.0,98.35,77.06,4.09,89,Hourly,21.35,383.43
2152,Customer Support,Fiverr,Intermediate,UK,PayPal,96,6039.4,81.17,55.44,3.04,89,Fixed,27.44,107.03
2153,App Development,Upwork,Intermediate,Australia,Bank Transfer,156,1698.4,99.83,72.2,3.26,53,Fixed,51.22,16.73
2154,App Development,Fiverr,Beginner,Canada,PayPal,251,5266.62,61.02,88.51,3.31,23,Fixed,79.32,420.46
2155,Graphic Design,Fiverr,Beginner,Europe,Bank Transfer,131,6879.04,57.92,59.4,4.25,34,Fixed,49.07,443.83
2156,Graphic Design,Freelancer,Intermediate,Middle East,PayPal,58,2631.37,30.39,68.69,3.97,7,Fixed,39.89,211.82
2157,Graphic Design,Freelancer,Beginner,Canada,Mobile Banking,11,1578.0,94.54,69.1,3.49,80,Fixed,18.96,321.21
2158,Content Writing,Fiverr,Expert,Canada,Bank Transfer,200,2139.98,49.31,79.99,4.16,39,Hourly,28.01,26.63
2159,Graphic Design,Toptal,Expert,Middle East,Mobile Banking,132,116.0,44.23,66.26,4.92,57,Hourly,60.1,313.28
2160,SEO,PeoplePerHour,Beginner,Europe,Bank Transfer,232,5559.88,36.02,89.81,4.47,19,Hourly,47.77,228.38
2161,Data Entry,Fiverr,Intermediate,Middle East,Bank Transfer,11,288.73,27.65,59.82,3.77,65,Hourly,11.22,308.67
